scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,paragraph,label,Bottid,word_count,number_of_types
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"One thing TCP doesn’t do very well, though —at least at sub-second latencies needed for time-sensitive data such as audio and video streaming or interactive audio- or videoconferencing—is address errors quickly enough to request that time-sensitive data be retransmitted. If you think about early webpages, in which text would render first and inline images (GIFs or JPGs) would build slowly, the added second or two for errors to be corrected in loading those inline images was acceptable to  consumers. For live, low-latency video delivery, though, any delay is unacceptable and highly inefficient. In fact, for scenarios like live sports, many TCP requests to retransmit certain packets end up being a waste of time, as the video frame those packets would be a part of have long since been shown—sometimes with glitches where the errors occurred—before the retransmitted packets arrive and are promptly abandoned.",1.0,12,119,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"2012 Olympics demo.At IBC 2012 we  Does that sound good to you? If so,  showed DASH live streaming to HbbTV,  Unified Streaming Platform delivers on  If you’d like more information,  please contact us at:  simon@unified-streaming.com  ABOUT UNIFIED STREAMINGWe are a leading provider of cross-platform video streaming technologies.Dedicated to help companies to create and execute smart video streaming technologies.Our products are in operation around the world with customers ranging from broadcast networks and online content distributors to small companies and webcasters.The ease of use and reliability of our solutions allow customers to shorten their time-tomarket.Our solutions fit into existing frameworks (Apache, IIS, Lighttpd, Nginx) thus allowing for greater return on existing investment.The Unified Streaming Platform (USP) provides streaming from one encode simultaneously to multiple players and devices in combination with various DRM’s.",1.0,0,119,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"In Demand has been a great partner for a long time,” Geweke said. “We have separate relationships with each of the MSOs but we like working with In Demand. They are easy to work with and offer a great product. They are forward thinking and innovative.”",0.0,8,46,0.1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"For more dramatic domestic developments, I turn to Fox News Channel at 7 p.m. Unfortunately, during a one-hour broadcast, I have to listen to topics and long commercials that are of little interest because Fox News is unpredictable as to what it will offer. On the Web, I can pick and choose only the topics that I want to hear.",0.0,7,60,0.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"In April, Comcast announced its Xfinity TV Partner Program, which would extend a bridge to retail devices and enable subscribers to access their pay TV service, including live TV, VOD and cloud DVR recordings. At the same time, Comcast announced a deal with Roku that will bring its authenticated Xfinity TV partner app to Roku  streaming players and integrated TVs.",1.0,0,61,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"These software mixers add lots of value to a production at little cost; Wirecast starts at $500 for a software-only version, with turnkey systems starting at $4,995 (go2sm.com/wire castgear).Wirecast is the only desktop mixer that runs on both the Mac and Windows, and has very deep integrations with most premium services.This means simple operation and features like the ability to see the number of viewers and comments while streaming to Facebook Live.",1.0,18,72,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"In the short run, the industry needs innovation that helps get to scale, at lower latencies. Everyone agrees on this. But what we don’t need is another scenario like the one we’ve faced over the past 6 years, where the expedient scalable solution (HLS) fundamentally painted the whole industry into a corner. So watch the pages of the next few issues of Streaming Media as we delve more deeply into the promise and pitfalls of some of the next-generation solutions that are vying to become the next de facto standard in OTT live-linear delivery.",1.0,12,94,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"What’s New from Microsoft What’s new are updated codecs released in November 2006 with Windows Media Player 11. In his article, “Best Practices for Windows Media Encoding” (2007 Streaming Media Industry Sourcebook, pp. 122–128), Ben Waggoner described how to get those codecs, which ship with Microsoft Vista and can be accessed by updating to Windows Media Player 11 or by installing the Windows Media Format SDK 11. Waggoner details the relationship between VC-1 and Windows Media 9 in that article, and also in the interview available on our website. To make sure we’re on the same page, let me summarize them here.",0.0,5,102,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"Noting 160-channel competition from Verizon Communications, Time Warner Cable is seeking to obtain total price deregulation in Manhattan from the Federal Communications Commission.",0.0,11,23,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Objectives M&S TV was launched with a range of objectives including: • Increase sales • Raise the level of customer engagement on www.marksandspencer.co. • Illustrate the hidden stories beyond the shop floor • Provide an elevated customer experience • Allow deeper insight into the company’s social and environmental responsibility program, Plan A • Streamline the shopping experience through integration of e-commerce tools • Raise awareness of the brand beyond www.marksandspencer.com • Provide a deep range of content to the consumer that informs, educates and entertains.",1.0,18,85,0.2
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"In a blog post rebutting the presidential announcement that had already been telegraphed via  online videos and press calls and fact sheets, the NCTA pointed to the $230-billion cable providers had invested to extend and upgrade broadband to communities “urban and rural,” and speeds that had increased by 3200% in the last decade.",0.0,2,54,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"In April 2010, Steve Jobs published his thoughts on Flash in an open letter (www.apple.com/hotnews/thoughts-on-flash), which served as a clear industry marker that supporting HTML5 was going to be critical for reaching the hugely popular iOS devices and, probably more than any other event, triggered industrywide uptake.",0.0,8,47,0.1
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,"Yes, because Wojcicki has been good at recognizing the power of her site’s homegrown stars as she continues a career-long pattern of innovation. Under her watch, the 10-years-young YouTube went to full-screen vertical playback in July, the YouTube Gaming app allows users to view a favorite category on devices and YouTube Red is a  subscription -based stop with a plan for ever-more enticing homegrown  content (and, rumor has it, perhaps TV programs and theatricals down the road). Has Wojcicki fgured out the right ways to monetize her behemoth, which, like Netfix, seems more than a little coy on reporting numbers? What about turning the ultimate  video warehouse into a better spot for targeted, promoted, ad-supported fare? We see that developing apace from an exec who’s best at giving the kids what they want.",1.0,0,119,0.5
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The cloud has been widely deployed for providing complex search and recommendations based on user behavioral data, which also drives up operator revenue through VOD sales. Cloud UI solutions help preserve legacy set-top boxes in the home and keep the price down for new boxes. Features for shopping, applications and advertising all depend on cloud-based technology. These all expand service-based revenue and often drive down capital expenditures.",1.0,0,67,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"More importantly, they argue that by giving viewers a simple way to erase all commercials when playing back automatically recorded primetime shows, Dish was threatening the economic ecosystem that makes commercial television programming possible. (A spokeswoman for ABC, whch has not sued Dish, said the network was monitoring the situation.)",0.0,8,50,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"“No, it’s not with YouTube themselves,” Rafi explains. “Where the unsavory business practices are coming from are the multichannel networks. Basically, YouTube has given a lot of power over to these multichannel networks to be able to almost be the support system for all the top people on the site, even the tiny people on the site, that are trying to become bigger. All these networks, like Maker Studios, Machinima, Fullscreen, Big Frame, IGN—I think there’s a good couple hundred now, if not more, that all have been making people sign contracts with them, similar to how an old, traditional Hollywood studio would, where they’re owning IP [intellectual property] for doing almost nothing for the people.”",1.0,20,116,0.2
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"BTN president Mark Silverman said that the main reason for the lengthy negotiations was hammering out the VOD, HD and new  media portions of the deal.",0.0,0,27,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"VR at a live event to enhance their experience.But whether the  ENCODING IS A HEAVY LIFT viewer is at a remote location or onsite, the value proposition  remains the same, to allow them to immerse themselves in the  During the live stream, the media player processes  live event in a way they otherwise couldn’t.",1.0,0,58,0.2
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,"Few of those experiences are left untapped in her current role. “Right now, we are going through a whole assessment of, ‘If this is where we need to be, what do we have in place and how do we get there in terms of infrastucture, relationships, cross-training?’ It needs to be news t hat gets to t he consu mer wherever t hey are.”",1.0,12,64,0.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Otherwise, the screencam implementation is certainly usable for a version 1.0 implementation, though it is nothing that will convince Camtasia owners to uninstall. During my testing, I captured and produced a short screencam “first look” of Expression Encoder, which you can view at www.doceo.com/ee3.mp4. For all my whining, the quality was quite good, though I recommend outputting in very high quality H.264 format from Expression Encoder 3 if you’re going to edit further. ",0.0,5,74,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Comcast chairman Brian Roberts in a statement at the time called the investment an “endorsement of Comcast's vision to use its cable networks as a broadband vehicle to homes, schools and businesses.”",0.0,2,32,0.1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Saying the DTV transition has left ""many low-income families stranded,"" Sutton argued that minority-owned radio stations are the last free over-the-air options for millions of those families.",1.0,19,27,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Unified packaging—Since we can store the segment, we can then add DRM or convert to another format on request with little stress on the server resources. Did we mention the development code name for this project was “Traffic Miser?” And speaking of DRM, you can provide separate encryption services per stream. ",1.0,14,52,0.2
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Conviva CSG International see our ad on PAGE 21 Conviva powers every internet-connected screen with the most engaging viewing experiences imaginable by elevating the way OTT businesses use data-driven intelligence.For years, HBO, Sky, ESPN and the like have been using the Conviva Platform to enlighten, reveal and inform with important insights around consumer in-screen viewing experience allowing them to connect those metrics to important business outcomes.This allows customers to not only maximize subscriber retention and growth but also understand content and viewing trends so that they can deliver more personalized viewing experiences.We make engagement a data driven outcome based on actionable quality of experience (QoE) analytics.Conviva is privately held and headquartered in Silicon Valley, California, with offices in New York and London.For more information, please visit us www.conviva.com.",1.0,18,119,0.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"CR: About a dozen. But what’s more important is that by the end of 2021, between us and what we know other [broadcasters] have planned, we should probably reach 60% of the U.S. population by the end of the year. Over half the U.S. population will live in an area that has a 3.0 signal commercially available, up and running. It will have Big Four affiliate  content on there and you can have the more modern app-based experience you can have connecting television with the internet.",1.0,21,87,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Moving on to other new features, the rubber band controls for audio work as advertised, and they are a useful (if long overdue) addition. I did play with some of the new content from Digital Juice and found it useful, if not life changing. This is true particularly because all the new video assets were 800x600 resolution (4:3 mode), and I had a 1280x720 project. Therefore, I had to zoom in on the movies to use them, which cost me some detail. I ended up using a static title and music from Digital Juice at the start of my project.",0.0,5,100,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"The whole purpose is to create a robust innovation pipeline … so you have a regular sourcing of new ideas, through a true portfolio-management process,” McKinney said, adding that it takes about two years to get to the point where ideas can progress into R&D projects.",0.0,8,46,0.1
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,"With Dexter, Showtime determined that it could structure deals to maximize numerous platforms. The  series about a forensics expert who happens to be a serial killer was sold to Netfl ix, for a reported $1.8 million per episode, and also to basic-cable network NUVOtv, which gained an exclusive cable window for nine months, after which Dexter might also appear on another basic cable network. (The show remains available on the Showtime Anytime app.)",1.0,16,74,0.4
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Adobe recently announced that it was ending ongoing development of the Flash Mobile Player for Android devices. The plug-in was used in Android’s native Chrome mobile web browser. At the same time, though, Adobe reiterated support for embedding the Adobe Integrated Runtime (AIR) into stand-alone apps. Since AIR contains Flash Player capabilities, Adobe is eliminating the need for mobile users to download a plug-in update every time a new one is available, while also putting the burden of testing video playback within an app squarely on the shoulders of the app developer.",0.0,0,92,0.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Both Turner and Weather believe it’s imperative that managers work closely with human resources to make sure pay, bonus and promotion decisions are made in context.",0.0,1,26,0.1
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Verizon will test two Motorola set-top boxes for FiOS TV later this year that use as much as 30% less power than current models, while the DVR model will double the amount of storage capacity.",1.0,15,35,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Limelight will be previewing its new WebRTC-based  sub-second latency live streaming solution. Video can  be streamed from anywhere in the world, to anywhere in the world, with less than one second of latency – all with the high quality and scalability our customers have come  to expect. In addition, we’ll be highlighting our new  Multi-DRM On the Fly solution that simplifies the encryption and delivery of content in all popular DRM formats while significantly reducing the costs of managing and storing the encrypted content. Limelight is committed to helping our customers deliver the largest live and video on-demand events at broadcast quality to virtually any device, anywhere.",1.0,0,111,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Once known for family friendly shows like Crocodile Hunter and Corwin's Quest , the network is actively courting adult viewers with reality-tinged dramas like Whale Wars and Jockeys , according to Animal Planet  Media president and general manager Marjorie Kaplan.",1.0,17,41,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Still here? Okay, great. As you suspected by now, this is a review of Elemental Cloud. By design, Elemental Cloud uses the same interface and application as Elemental’s appliance-based encoders. I reviewed the Elemental Server appliance previously (bit.ly/Ozer_elemental), and everything I wrote about the interface applies equally to Elemental Cloud. If you’re encoding with Elemental hardware, you can deploy the same presets and control the consolidated operation of the appliance and cloud from the same interface and/or API, which is an advantage no other cloud offering can match.",1.0,14,88,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"Wlodarczak said Dish could set its partnership sights beyond traditional wireless carriers. “You have to think out of the box here,” he said. Potential Dish partners could include Internet leaders  Google or Facebook. Or Dish could make another run at Sprint.",0.0,8,42,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Cross-Platform Support is Critical Adobe Flash Video—which has been a critical enablerin the explosion of video on the web—exemplifies strongcross-platform support.I believe that Adobe’s consistenthigh-quality implementation of Flash Video on bothWindows and Macs is a key reason for Flash Video’snear-ubiquitous adoption by web video sites.In contrast,I believe that the limited-effort, cross-platform supportthat Microsoft gives to Windows Media on Mac andApple gives to QuickTime on Windows is the reasonthese formats have not achieved similar adoption byvideo providers.",0.0,0,76,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Not that addressable isn’t the holy grail, but interactivity is here; we should see if we can leverage that to an additional $10 billion,” she said.",1.0,18,26,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"But millions of consumers will have the opportunity. Fox plans to offer a live, non-authenticated stream of Super Bowl LI via its Fox Sports Go platform. The network will provide the free stream at FoxSportsGo.com, as well as via apps for iOS, Android, Windows and Amazon tablets, and several TV-connected devices, including Apple TV boxes, Roku players, Android TV devices, Amazon Fire TV devices, Xbox One consoles and the  Google Chromecast  streaming adapter.",1.0,0,75,0.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"The new Contour succeeds the first version, which Cox developed in tandem with  Cisco Systems and other partners.",0.0,8,20,0.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"A similar project is currently in the works with Yahoo! en Español, where Yahoo de Moda, a Procter & Gamble-sponsored beauty and fashion site, is ready to travel south. De Moda features news, photos and webisodes about trends and styles, and caters to the growing number of Latinas  online , both in the U.S. and in Latin America.",1.0,19,59,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"Graham said a Monday Night Football bid might make sense for Amazon or another streamer, but he isn't expecting a big commitment.",1.0,16,22,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"Korean Broadcasting System (KBS), Korea’s largest public broadcaster, delights audiences across the region with a broad range of content, including live coverage of international sporting competitions. As it began preparations to relay a high-profile global sporting event held in Beijing, China, in March 2022, pandemic-era challenges prompted KBS to rethink its traditional production approach. Rather than rely on dispatching local crews and broadcast facilities as it had in the past, KBS leveraged a cloudbased broadcasting system to enable remote production. To bolster monitoring and return signal configuration for the transmission, the company established a workflow comprising an AJA BRIDGE LIVE multi-channel live video solution for remote production, contribution, collaboration, streaming, and delivery.",1.0,0,112,0.4
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"MCN: What drew you to UnREAL? Marti Noxon: It’s funny — I was doing other projects, but when Nina [Lederman, Lifetime’s senior vice president of scripted programming] kept pounding me to do the show I didn’t think it would bear much fruit. But obviously, Sarah nailed something with the show that resonated with a lot of people, and it’s about time someone took on the whole behind-the-scenes aspect of reality television in the context of this big sweeping, evil soap opera. Women characters on TV have come a long way, but it kind of stunned me that, if you look at these shows, they go back to this awful idea that women are channeled to be judged and dismissed. That made me mad, and I was ready with Sarah to go after it.",0.0,25,119,0.2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Nickelodeon will launch a summer of slime next month as the network embarks on a multi-city tour to promote its kids-targeted brand and upcoming programming slate.,1.0,19,26,0.4
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"[T]here’s no one piece of  content that is essential for us,” Hastings said, speaking at the Barclays Capital 2010 Global Technology Conference in San Francisco. ■",1.0,17,27,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"The 13-episode, one-hour  series , co-produced by Lionsgate, will be executive produced by The Shield ’s Glen Mazzara and will include executive producers Paul Haggis, who directed and co-wrote the original  film , Bob Yari and Bobby Moresco. Co-executive producers include Don Cheadle, who co-starred in the original  film , Tom Nunan, Mark Harris, Jorg Westerkamp and Thomas Becker, all of whom were key members of the Oscar-winning production team.",1.0,17,73,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"“A seismic shift is underway, driven by the demand for video to be streamed to a wide variety of devices, and it is impacting how organizations view the importance of streaming technology.For IPTV and OTT broadcasters, educational institutions, government, enterprise, and other organizations, the ability to build, deploy, and manage the workflow required for high-quality live and on-demand video streaming is critical to successful viewer engagement, no matter the target audience,” said Avni Rambhia, principal analyst at Frost & Sullivan.“The challenge today is to develop industrial-grade technology and infrastructure these organizations need to meet the soaring demand for live video streaming solutions while offering high reliability, quality of experience and innovative product capabilities.”",1.0,18,113,0.3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"Recent and Future Moves: AT&T continues to add new channels and VOD titles and has plans to launch U-verse TV in additional metro areas within its footprint that have significant Hispanic populations. AT&T launched espanol.att.com/espanoluverse , which has all of the U-verse service and ordering information in Spanish and it also recently expanded Mi Portal (miportal.att.net ), a comprehensive bilingual Web portal that is now available in AT&T's entire 22-state region.",1.0,19,71,0.3
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"Hispanic VOD, HSI and bundles: Library of U-verse  Movies features thousands of hours of free and paid on-demand titles that includes Spanish-language  movies , children's programs and events as well as VOD  content from four Spanish-language networks; there are a variety of options for bundling U-verse TV Spanish-language packages with U-verse internet, U-verse voice and/or AT&T wireless services; offers low-cost international calling plans.",1.0,16,66,0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Westford, Mass. — Verivue, a  video - on - demand startup whose backers include Comcast and Arris, has raised an additional $20 million in funding from existing investors and a new one, venture-capital firm Sigma Partners.",0.0,9,37,0.1
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"The university commissioned the HaiVision system with both the Portal Server and Media Server. The Furnace Portal Server controls the direct and secure distribution of video to the InStream player. This player can be enabled with all Windows, Mac OS X, and Linux users to watch video with the simple click of a mouse while enjoying the exact same user interface across all platforms. ",1.0,0,65,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"“We’re an art and design university, and one of a few in the region, so quality is crucial, as is giving students exposure to modern tools of the trade. By nature, art and design are experimental, so for our students and staff to be able to export their work freely—whether animated content, moving picture designs, documentary films, cinema projects, or some other media—we’d knew that we’d need an open network,” shared FHNW Academy of Art and Design Head of Media and Broadcast Infrastructure Suresh Surenthiran. “Early on, I requested the network be hosted on a separate firewall from other university operations, especially for media distribution, a decision that has allowed us to exponentially grow the quality of video our network can support. We can easily move uncompressed 8K and HDR across the network, and with the help of BRIDGE LIVE, we now have a robust network supporting broadcast quality content in 4K and multi-channel HD, which is crucial as projectors and displays continue to grow in size.”",0.0,0,119,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"The company, which has distribution deals with 20 mobile carriers, provides more than 40 channels of  content , including programming from NBC, ABC, ESPN,  Disney , CNBC and MSNBC",1.0,16,31,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Third-Party Enhancements Finding software and platforms to enhance UC is also important. “The core idea here,” says Vonder Haar, “is that the streaming platforms are more than just streaming platforms: They are engines powering video for a wide range of enterprise communications options.”",1.0,15,43,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Q&A On June 7, Starz will premiere Power, a new  drama series about a wealthy nightclub owner (played by Omari Hardwick) who doubles as the kingpin of the most lucrative drug network in New York. The  series ’ creator and executive producer, Courtney Kemp Agboh, recently spoke to Multichannel News programming editor R. Thomas Umstead about the  series and its multicultural cast, a rarity in today’s television marketplace for scripted dramas. Agboh, an African-American woman whose credit list includes producer of the hit CBS  series The Good Wife, also talks about the importance of offering authentic, three-dimensional characters to a growing multicultural audience that’s looking to see themselves portrayed authentically on-screen. An edited transcript follows.",1.0,17,119,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"It was a win for the Hollywood  content suppliers, led by 21st Century Fox, who had challenged FilmOn X in both district court cases at issue. A three-judge panel of the 9th Circuit ruled that “a service that captures copyrighted works broadcast over the air, and then retransmits them to paying subscribers over the Internet without the consent of the copyright holders, is not a ‘cable system’ eligible for a compulsory license under the Copyright Act.”",0.0,11,77,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,"As we do more and more original programming we’re trying to tap into this well of talent either on a guest star or lead actor basis that look familiar to us, and the awards show helps us with those relationships,” Jones said. Networks are also using the awards shows as vehicles to introduce new or existing shows to viewers. MTV reality  series World ofJenks premiered to a network-record 4.8 million viewers last September, with the VMAs as its lead-in. This June, MTV will launch its much-ballyhooed  series Teen Wolf after its MTV Music Awards to maximize audience.",1.0,0,99,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"According to  Cisco , the deal brings the company’s  video -equipment manufacturing in line with its overall strategy of “partnering with world-class contract manufacturers to deliver the highest-quality products to customers.”",0.0,8,33,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"The company estimates that about 5 million households are ""early adopters"" that will purchase a 3DTV set within the next 24-36 months, with another approximately 20 million affluent households that will subsequently adopt the technology,  Discovery founder and chairman John Hendricks said.",1.0,20,43,0.2
