scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,paragraph,label,source,length_approx,singlebott,word_count,number_of_types
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"In addition, Callahan is credited as a principal developer of Time Warner's  video - on - demand services and MystroTV, the network-based digital  video recorder system that became Start Over, which lets viewers rewind in-progress programs to the beginning.",0.0,0,31.0,0.0,41,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"This October, Joost introduced a Web-based version of the service, allowing users to watch  video directly in a browser through a player built on  Adobe Systems' Flash. The service no longer uses peer-to-peer networking protocols, and doesn't require installing any of Joost's proprietary software or plug-ins.",0.0,0,14.0,1.0,48,0.2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Further, try to make the sales-pitch part of the entertainment. Jimmy Kimmel Live is currently doing this with their Klondike Bar ads. Because Kimmel is involved and because the ads are funny and because it's hard to tell where the show ends and the pitch begins, people are much more likely to watch them.",0.0,0,42.0,1.0,54,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Starz argued that iTunes is a “television” service, for the purposes of the 1993 and 1999 agreements between Starz and Buena Vista Television.  Disney countered that the contracts with Starz did not grant the pay TV provider exclusivity for all definitions of “television” distribution.",0.0,0,59.0,1.0,45,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"In addition, the network will air daily “Festival Updates” as interstitials during the festival's Jan. 16 to 25 run. The updates will include original shows such as Meet the Filmmaker , featuring interviews with Sundance filmmakers; Interview , starring radio host/pop culture commentator/comedian Faith Salie's discussions with various festival visitors and participants; My Premiere , which follows one filmmaker per day to his or her  film 's debut; and Spotlight , featuring interviews with festival jurors — last year's jurors list included Quentin Tarantino, Marcia Gay Harden and Diego Luna.",0.0,0,48.0,0.0,91,0.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"The WGA laid out in detail over four pages the terms of the tentative contract       http://www.wga.org/contract_07/wga_tent_summary.pdf and     in its e-mail made reference to the issue that was the key sticking point since before the strike began Nov. 5       http://www.multichannel.com/article/CA6524789.html?q=WGA     : residuals for  content that is used on new- media platforms, such as the Internet and cell phones.      ",0.0,0,17.0,0.0,69,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Disney argued that consumer access to tiers of service with dozens of cable channels was beneficial because it delivered the most programming at the lowest cost.,0.0,0,3.0,1.0,26,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"While he would not disclose financial figures, Anstrom said that The Weather Channel is on track to report double-digit profit growth in 2008 and beyond. Coupled with its strong brand, a growing Internet web site (weather.com) that consistently ranks in the top 15 in terms of traffic, and its strong management team, now was as good a time as any to test the waters.      ",0.0,0,17.0,1.0,67,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,The other thing we want to do is figure out how to roll out some of the other    Viacom assets that we have. Xfire and our other digital offerings have a large amount of traffic from international markets. So the question is how we can serve those users in a local environment that would be more relevant to them.,0.0,0,26.0,1.0,60,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Symmetricom, whose primary products provide timing-synchronization capabilities for telecommunications gear and other devices, has developed a system for cable operators to monitor  video and audio and look for various impairments.      ",0.0,0,43.0,1.0,34,0.2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Now, through distribution deals like the one it struck last week with Viacom's MTV Networks, Veoh is aiming to be a “hyper-aggregator” of Internet  video content through partnerships with  media companies.      ",0.0,0,46.0,1.0,36,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"The “magic of software,” he said, will bring “high-definition experiences everywhere,” from TV screens to desktop monitors; make common the idea that all data and computer services can be available at any time from any place; and allow users to increasingly employ their fingers, voices and hands to interact with digital devices.      ",0.0,0,54.0,1.0,55,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"In conjunction with the Jan. 15 return of TBS’s late-night comedy 10 Items or Less, the network’s broadband destination, TBS.com, is giving fans a cart full of digital tie-ins.       ",0.0,0,52.0,1.0,32,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"But niche  content , he argued, is more likely to generate paying customers. “If you have long-tail  content produced in a way to touch people’s passions -- programming you don’t find on TV -- then, we think for that type of  content people will be willing to pay for that.” BianRosa said he recently found the Web site of a triathlete who sells videos about training for triathlons  online at $40 each.      ",0.0,0,14.0,1.0,79,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"In the tests, planned for several markets, a sample of consumers will be able to watch a selection of local and national programming and access interactive services, using various mobile and portable receiver devices, such as cell phones, personal  media players and laptop computers.      ",0.0,0,18.0,1.0,48,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Outstanding achievement in advanced  media technology for synchronous enhancement of original television  content for interactive use: March Madness on Demand, CBSSports.com/CBS Sports      ",0.0,0,34.0,0.0,27,0.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Even episodes from the much touted Web  drama series Quarterlife have failed to draw millions of viewers to MySpace and YouTube, where new episodes are streamed twice a week. A recent article in The New York Times describes the show, about the lives of a group of friendly twentysomethings, as “the first television-quality production for the Web” and NBC has already picked it up as a midseason replacement  series .      ",0.0,0,54.0,1.0,75,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Brady said at the current growth rate,  Microsoft ’s Mediaroom is adding two new subscribers every minute and is on pace to have 1 million subscriber homes in the first calendar quarter of 2008.      ",0.0,0,93.0,1.0,38,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"AT&T is blowing U-verse TV into more than 175 communities surrounding the Windy City, in what the telco claimed is the largest initial rollout to date for the Internet Protocol TV service.       ",0.0,0,38.0,1.0,35,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Registered members of the audience can send in questions from their keyboards during this interactive Webinar. Register at least an hour ahead of time, at       www.multichannel.com/rules2008    http://www.multichannel.com/rules2008     .      ",0.0,0,87.0,1.0,37,0.1
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The channel also touts exclusive behind-scenes coverage of red-carpet events, sneak peeks at new films in production, seasonal promotions and world premieres of newly re-mastered hits from the MGM library.        ",0.0,0,80.0,0.0,33,0.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"The catch: You have to subscribe to HBO and HBO On Demand, as well as to your cable operator's high-speed Internet service, such as    Time Warner's Road Runner or    Cablevision Systems' Optimum  Online .      ",0.0,0,49.0,1.0,40,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Given Winfrey's strong and powerful brand, which also successfully touches publishing (O: The Oprah Magazine ), satellite radio (XM Radio's Oprah and Friends Channel) and movie production (The Great Debaters ), OWN will certainly have strong appeal both to viewers and to the advertising community, according to Katz Television Group director of programming Bill Carroll.      ",0.0,0,51.0,0.0,58,0.2
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Two weeks ago in Las Vegas, senior executives from    Comcast,    AT&T and    Verizon Communications told a Consumer Electronics Show audience that the FCC had to be reorganized to reflect the fact that communications markets are robustly competitive. The competition in TV and telephony now, they said, is nothing like the bygone era of the    AT&T phone monopoly and the three broadcast networks’ TV oligopoly.      ",0.0,0,55.0,1.0,71,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"But do people really want to have Facebook-style applications, which could let them share videos and chat on-screen, on their TVs?      ",0.0,0,72.0,1.0,24,0.2
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Our fundamental goal in these negotiations was to protect our interests in the present while laying the groundwork for a future whose outlines are not yet clear,” Cates said. “We knew that gaining jurisdiction over new- media production and winning fair compensation for the reuse of our work on the Internet were the key issues for setting a framework for the future, but we also had to secure real gains for our members in today’s world.”       ",0.0,0,90.0,0.0,79,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"In our initial phase, it's been the young adults and MTV audience that most have that instant passion to know what song moved them,” he said. “But this could also extend to channels outside of our family, and we've talked about that. But we want to get it right here first.”",0.0,0,2.0,1.0,51,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Consumers are spending more time watching  video on every available platform, including computers and cellphones — and TV sets — according to a report on television consumption released July 8 by Nielsen.",0.0,0,23.0,1.0,33,0.2
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,"But in that time, it has built a different, negative reputation among subscribers, confirmed by independent research. It’s one the company is scrambling to erase, as customer service becomes a critical factor for consumers deciding where to spend $100 or more for an all-you-can-eat package of phone, high-speed Internet, and  video services.",0.0,0,25.0,1.0,53,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Consumers are spending more time watching  video on every available platform, including computers and cellphones — and TV sets — according to a report on television consumption released July 8 by Nielsen.",0.0,0,87.0,1.0,33,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,"Megachurches, which typically have at least 2,000 people in regular attendance at Sunday services, often incorporate large HD monitors and  video into the service. Some of the largest churches also send  video feeds to outside locations or have regular shows on broadcast or cable networks.",0.0,0,93.0,0.0,47,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"Currently, Kahn's team is building consumer-generated  content technologies that will enable subscribers to manage and push various forms of Web  content to their TVs. He also works to educate the industry on how to best incorporate user-generated  content applications.",0.0,0,97.0,0.0,42,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The trial had two goals: to see if loyalty program members retained their services as a higher rate than a similarly situated control group; and to see if it improved revenue. Bellaria said the program proved itself on both points.,0.0,0,99.0,1.0,40,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Lifetime is now building a new site for the channel that will incorporate a  video player from Brightcove, allowing for more prolific and more responsive  video content . In addition to summoning up movie clips, users will be able to assemble “mash-ups” using scenes from LMN films. That application, currently housed on Lifetime’s mylifetime.com site, will move to the new LMN portal when it’s launched in the fourth quarter. Surratt also has in development a community-conversation application that will be part of the new site.",0.0,0,72.0,1.0,87,0.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,"Tru2way, formerly known as OpenCable, will allow the industry to introduce interactive services and advanced advertising services, which could produce significant new revenue streams in the future. And the upcoming PacketCable 2.0 technologies will allow operators to deploy multimedia or converged services, allowing consumers to access  video on a variety of devices and giving cable an alternative to the services Internet protocol-TV providers are touting.",0.0,0,74.0,0.0,66,0.4
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BTN president Mark Silverman said that the main reason for the lengthy negotiations was hammering out the VOD, HD and new  media portions of the deal.",0.0,0,88.0,1.0,27,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"That explains why Hefner remains upbeat even when the magazine and the domestic TV sides have struggled. In the fourth quarter of 2007,  online and mobile revenue increased even as other areas were lagging; and in the first quarter of 2008, the consumer products division and international TV continued to flourish even as much of the company took a hit.",0.0,0,98.0,1.0,61,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"Comedy Central is a much more powerful brand and a much more successful network with a lot of great franchises than it was many years ago, when many of the current affiliation agreements were entered into,” Dauman said. “As we go forward we expect to have a constructive dialogue with our partners — both cable, satellite and telcos — about the value that we bring to them and their consumers and we expect to get nice rate increases.”      ",0.0,0,25.0,0.0,81,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Vidéotron has also placed firm download caps on the offerings — 30 Gigabytes and 50 Gigabytes per month, respectively — to discourage bandwidth hogs.      ",0.0,0,39.0,1.0,27,0.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Just as     Disney is upping the ante in animation, Nickelodeon has been going after the “family” market more in its Nick at Nite programming, boosting ratings with reruns of shows like The George Lopez Show . “Family viewing is a big opportunity for us going forward, especially in primetime,” Zarghami said.      ",0.0,0,41.0,1.0,56,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Most networks now use viewers’  online choices as countdown-type programming on their linear networks. “Viewers tell us what they want to get on the air,” GAC’s Trahern said.      ",0.0,0,56.0,1.0,32,0.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Gaedtke, reached via e-mail, confirmed that he will join Joost starting today (March 31). Joost and CableLabs representatives last week declined to comment. Joost’s previous chief technology officer, Dirk-Willem van Gulik, left the company to join the BBC’s Future  Media and Technology Group as chief technical architect earlier this year.      ",0.0,0,60.0,1.0,54,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"What Adelstein was talking about was Internet  video — and more specifically, the distribution of  movies , TV shows and other  content by a technique called peer-to-peer sharing.      ",0.0,0,80.0,1.0,34,0.1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"To    MTV Networks president of global digital  media Mika Salmi, reaching hard-core  online viewers boils down to basics: Sling out as much  video as possible and make it easy to find.      ",0.0,0,71.0,1.0,38,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Startup TidalTV, planning to launch in April, is aiming to go after the people who don’t watch a lot of  online video today.      ",0.0,0,0.0,1.0,27,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,The parties are also working toward finishing up a number of deals that will see complement on-air and in-stadium components with  online opportunities at an enhanced SNY.TV.,0.0,0,14.0,1.0,28,0.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Porn to Run Adult entertainment has emerged as a significant VOD revenue generator, with SNL Kagan projecting nearly $1.3 billion in revenue for the category by 2011.      ",0.0,0,46.0,1.0,30,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Launched this past December, the 22-game lineup is averaging 1 million unique visitors per month and 150,000 registered users have created personal avatars to play the various games.      ",0.0,0,49.0,1.0,31,0.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Landgraf expects the network this year to add a companion comedy for FX production It’s Always Sunny in Philadelphia , and expand more into the comedy genre generally. FX has enough episodes of It’s Always Sunny to sell it into syndication, he said.",0.0,0,3.0,1.0,43,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CBS 's decision last week to pony up $1.8 billion for Web purveyor CNET Networks could cloud Landmark Communications ' prospects for getting top dollar at auction for prize TV and Web asset The Weather Channel .,0.0,0,10.0,1.0,37,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"For more dramatic domestic developments, I turn to Fox News Channel at 7 p.m. Unfortunately, during a one-hour broadcast, I have to listen to topics and long commercials that are of little interest because Fox News is unpredictable as to what it will offer. On the Web, I can pick and choose only the topics that I want to hear.",0.0,0,24.0,1.0,60,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"MCN: How do you measure perception? I can see how you can measure time viewers spend with The Hills on television and  online , but I don't easily see how you can measure whether this or that application makes me feel better about The Hills .",0.0,0,30.0,1.0,47,0.2
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"He offered information that could help an operator lift its score by describing how J.D. Power weights service attributes. Performance plus reliability is still the top-ranked attribute, accounting for 28% of a provider’s score, he said. Customer service gets 22% of the weight, followed by cost of service, 21%; billing 15% and offers and promotions, 14%.",0.0,0,95.0,1.0,56,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Marketers and agencies are helping to drive the concept forward, as they're eager to adopt dynamic mobile  video ad formats, said John Tremblay, vice president marketing for Azuki Systems, a startup that provides interactive mobile  media services.",0.0,0,1.0,1.0,39,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"She also believes the efficiency and effectiveness of advanced ad platforms will expand the advertising pie, bringing in new advertisers — such as those pitching high-end, luxury goods — that have not used mass  media like TV in the past because there would be so much waste in reaching potential buyers.",0.0,0,3.0,0.0,52,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The optional Advanced  Video Services Module (AVSM) blade provides 1 Terabyte of disk space for  content caching. That's based on the  video - on - demand technology of Arroyo  Video Solutions, which  Cisco acquired in 2006.",0.0,0,8.0,1.0,41,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Whenever a fight like this breaks out, regulators and consumers almost always declare both sides to be evil and greedy. What regulators and consumers need to know is just this: broadcasters are fighting not for a few incremental dollars but for their very lives.",0.0,0,34.0,1.0,44,0.1
