ind,index,year,version,page,paragraph,2500Bott,singlebott,stage,scarcity,nonuniform progress,performance constraints,user heterogeneity,cognitive,external,internal,coordination,transcational,technical,demand,2500partner,singlepartner,content production,data center/storage,Internet infra,content distribution,"browsers, apps & smart devices",advertising,end users,external partners,substitutional partners,bott list,bott_list,nonuniform_progress,performance_constraints,user_heterogeneity,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",end_users,external_partners,substitutional_partners,transactional
1,80.0,2010.0,October-November-2010,20.0,"Funny or Die’s ability to go from concept toposting quickly is another key to its success.McKay says he was driving in the car when heheard a John McCain campaign ad thatcompared Barack Obama’s celebrity status withParis Hilton’s.“I was like, ‘Oh, checkmate, myfriend,’ and I got on the phone with [Hilton’s]agent, and everything was done in a few days.”",1.0,1.0,2.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,120.0,2010.0,October-November-2010,28.0,"There is also a new category of service offering emerging quickly: clouds. In some ways, the traditional CDN could be viewed as a PaaS (platform as a service) offering platforms for content distribution and hosting in the same way that Amazon’s CloudFront offers web or database hosting. ",1.0,1.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3,240.0,2010.0,October-November-2010,45.0,"Whether your video library includes thousands of files, or yours is one of the many organizations looking to reduce costs by using online video for communications and training, the Accordent Media Management System Express includes everything – application servers, high-performance platform and Accordent’s award-winning, automated software – that you need to be up and running in record time.",1.0,1.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,280.0,2010.0,October-November-2010,49.0,"“There’s a very unique idea in Adobe’s approach to multicasting,” said Pulier, “in which native multicast works together with application level multicasting. If a certain corporate office needs a low bandwidth (e.g., 400Kbps) due to its current bandwidth constraints, there’s no reason to penalize the rest of the viewers who are on a multicast-enabled portion of the network. The ability to send both high-bandwidth IP multicast and varying bandwidth peer-assisted multicast is one of FMS 4’s strong points.”",1.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
0,40.0,2011.0,October-November-2011,18.0,"From Facebook to Twitter, blogs to Kickstarter, the internet has given music artists no shortage of engagement tools to connect with their fans, but those same tools can keep fans at a virtual arm’s length, with higher levels of engagement limited to the high-ticket VIP deals that garner a hurried meet-and-greet backstage. Multiplatinum rock band Incubus decided to ratchet that kind of connection up more than a few levels. For the week leading up to the release of its first new studio album in 5 years, the band and its crew turned a warehouse space in Los Angeles into a high-tech agora, where hundreds of aficionados chosen from its fan clubs converged to meet the band members, watch them rehearse and perform, participate with them on art projects using six large white canvases placed in the room and on instrument clinics, and just do an extended hang with their heroes. Using a range of streaming and internet platforms and technologies, Incubus was able to project that experience to an estimated 2 million additional fans around the world, making Incubus HQ Live a multifaceted multimedia experience.",1.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,240.0,2011.0,October-November-2011,62.0,"1.The basics—price and operating system.Be sure to determine how pricing is scaled.For example, the base version of Cerify canonly analyze a single stream at a time, whichmay work in small shops, but it might beinsufficient for large-scale operations.",1.0,0.0,2.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,280.0,2011.0,October-November-2011,72.0,"Encoding.com is probably the best known cloud-based encoding service. Files can be easily uploaded from a simple browse tool or can be added via a desktop application that includes encoding presets and drag-and-drop upload. The company supports huge numbers of file types for ingest and delivery. The user can control nearly every aspect of the encoding process from bitrate to video dimensions and output to multiple formats from H.264 through MPEG-2. Mobile output is easily configured for iOS devices as well as some Android and BlackBerry devices. Adaptive bitrate encoding is supported for iPad/iPhone at as many bitrates as the customer chooses. After transcoding, the user can have the files delivered to any of the major CDNs, or the files can be delivered via FTP to wherever the user desires. It is interesting to note that the company is the only video encoding service integrated with Rackspace and Amazon Web Services. Encoding.com pricing is monthly or pay as you go, or it can be customized for large-volume transcoding needs.",1.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
3,360.0,2011.0,October-November-2011,84.0,"But the set-top box for streaming media has been a headache for at least a decade. First, there is an expectation that a STB should cost about $100. That was true in 2001, and it is still the case. The expectation stems from con- sumer price points for cable TV STBs that are not only purchased in 100,000 unit volume by the cable TV operators but are subsidized by recurring cable TV revenues and service con- tract periods. Unless you are buying by the pallet-load, the STB manufacturers generally won’t talk to you. But you can buy smaller quantities of what they make, as long as you can live with the functions they built in for the large cable TV operator. You can’t expect the STB to behave like a PC or browser, nor should you—it is designed to operate with an infrared remote control, and every STB handles the keycodes differently. Expect only one format to be supported, typically not the one you need. It gets worse. The STB will typically have a life of 1 or 2 years, and then it will be discontinued and replaced by an incompatible model.",1.0,1.0,2.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,0.0,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
0,40.0,2012.0,October-November-2012,18.0,"Mobile streaming was available, thanks to those Adobe apps, and Cordella found a strong desire for mobile access. In the first week of the games, streaming video traffic to the apps was higher than streaming video traffic to standard web browsers. ",1.0,1.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,

0,80.0,2013.0,October-November-2013,18.0,"The Birth of Drunk History “The show started when my partner Derek Waters came to me to help him make this video for his live show that he did at the Upright Citizens Brigade Theatre in Hollywood,” Konner said. “He said, ‘I want to film somebody drunk and then let’s re-enact what they said, someone drunk telling a story.’ And I thought that was hilarious and we went ahead and did it.”",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
1,160.0,2013.0,October-November-2013,30.0,"That said, 40% of respondents still believe in the advertising-supported model, with about the same proportion agreeing it will still be most successful in 5 years. Looking at what drives the business of OTT, nearly half of industry executives (49%) think it will attract interest in programming lineups, bringing in new subscribers, while 38% think OTT will increase profitability. A third of respondents say OTT will help retain existing subscribers, and a third say it will enhance a business’s competitive profile.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2,200.0,2013.0,October-November-2013,36.0,"Live Streaming Delivery Network When choosing a CDN to stream across multiple devices, broadcasters must consider a variety of factors, including the geographic reach of the network, its bandwidth capacity, and the availability of critical services like adaptive bitrate delivery, HLS, and transcoding. Tulix Systems operates its own CDN that is optimized specifically for live streaming. By using route-optimization technology from Internap and Noction, it ensures that content is delivered to the tier 1 network with the best connection to the end user. With Tulix’s Unistream platform, setting up a live stream is possible within a matter of minutes.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
3,320.0,2013.0,October-November-2013,54.0,"The reason Keiser uses video SEO to promote the golf college is that in golf, there are a lot of videos—such as instructional videos. The administration realized that videos are valuable assets that can be used to inform potential students about what Keiser has to offer, says Zagnoni. That video effort “has been very successful,” he added.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,0.0
4,360.0,2013.0,October-November-2013,62.0,"Because of the growth in online educational video, autodidacts can surf iTunes and YouTube for thousands of free course lectures uploaded by top colleges and universities. But don’t expect any quizzes, grades, or feedback from the instructor. ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,0.0
5,520.0,2013.0,October-November-2013,93.0,DVEO Elemental Technologies The Streaming industry has seen a lot of changes in the past couple of years with the greater adoption of IPTV / OTT.It has created more choice of content for viewers and challenges for content providers.,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
0,40.0,2014.0,September-2014,6.0,"This, in turn, may spur adoption of fourth-generation (LTE or LTE-A) network capabilities by the mobile network operators, paving the way towards higher-quality streaming throughout Europe. These upgrades need to happen, as Europe risks lagging further behind Asia and even North America, at least when it comes to throughput capabilities for mobile streaming.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,0.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
1,120.0,2014.0,September-2014,20.0,"The problem is, major studios and broadcasters know that on most 4K TV sets at normal living room viewing distances, 4K footage viewed on an existing 4K TV set won’t look much different than HD video viewed on a 1080p display. So they’re waiting for 4K sets that support 10bit displays, higher dynamic range displays, or both, which will necessitate remastering, but will make their content look much better than existing 1080p displays. In their view, more colors and greater dynamic range delivers a better experience than simply adding pixels.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
2,160.0,2014.0,September-2014,23.0,"For consumers, OTT is a dream come true. Consumers are finally able to access the content they want, when they want it, from any device. No more waiting until Sunday at 9 p.m. for a favorite show. No more paying for hundreds of channels just to get six standbys. News junkies can say goodbye to several pounds of unwanted classified ads on the doorstep every Sunday. And we’ve all stopped buying entire CDs just to hear two good songs.",1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,440.0,2014.0,September-2014,53.0,"No matter what tools you use to create them, captions are a crucial addition to your video workflow. Beyond accessibility for deaf and hard of hearing viewers, captions improve SEO rankings, enhance video consumption in louder environments, and often improve viewer comprehension. Particularly for longtail VOD-type clips, which can be captioned with minimal expense and effort, captioning can be a very wise investment. ",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,80.0,2015.0,September-2015,12.0,"So Millennials might think they’re enjoying fresh edgy content in new ways, but from where I’m sitting I think they’re enjoying Generation X’s reruns—just as we watched the reruns of the Baby Boomers who came before us.",1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,120.0,2015.0,September-2015,19.0,"Besides the public channel, NASA also offers an education channel and a media channel. The education channel is run by the agency’s Office of Education. Rather than delivering shows on a set schedule, it creates educational resources that support NASA’s current missions. Apart from videos, the office creates and distributes classroom materials. ",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,160.0,2015.0,September-2015,25.0,ABR is a more recent development and deserves a little consideration at this point in our paper. The simplest way to define or understand ABR streaming is that a source or mezzanine stream is encoded at multiple bitrates. All of the different bitrate streams are segmented into chunks along with the creation of a manifest file. The reason for this is so that viewers can then download or stream the chunk that is best suited to their current bandwidth situation. The viewer can do this because they are made aware of all the available chunks at differing bit rates by the manifest file.,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3,200.0,2015.0,September-2015,29.0,"“Our producer, Jon Burke, who’s been with us from the very beginning, one of my best friends, he just kind of started throwing the 4K idea around,” Kraatz says.“We started talking to Omega Broadcast through the rental house in Austin here.We’ve had a long­standing rela­tionship with them.We started going and find­ing out what live multicam setup exists, and what kind of gear could we get to put togeth­er a full production suite, or setup, if you will, that could handle doing the 4K live element.”",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,280.0,2015.0,September-2015,44.0,"There are two primary reasons a company would want to focus on optimization. The first is improvement in user experience: By lowering the bitrate of the video streams, a company improves the key metrics of end user experience—faster stream start, fewer rebuffering events, and higher-quality video available on the user’s current bandwidth. The second is, of course, cost savings. By lowering bitrates, a company enables a significant reduction in delivery (CDN) costs to content providers and over-the-top service providers as well as lower overall storage costs.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
5,520.0,2015.0,September-2015,73.0,"BITMOVIN: ENABLING THE BENEFITS OF MPEG-DASH The MPEG-DASH standard is just an enabler that provides ways to deliver content with low startup delay, no buffering, and in the best possible quality. The way how bitmovin implements the MPEG-DASH standard is industry leading. Our implementation of MPEG-DASH delivers content with the lowest startup delay going down to 100ms from page load to first frame. Content created with bitmovin plays without buffering and in the best possible quality. Specifically, bitmovin provides 100% better quality without buffering compared to the nextbest industry solution.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
